t (ms), uL (%), uR (%), f_x (ms^-2), f_y (ms^-2), f_z (ms^-2), w_x (rad/s), w_y (rad/s), w_z (rad/s)
27291, 27.80, 22.20, 2.85, -1.37, 7.95, -0.03, 0.06, 0.06
27301, 27.80, 22.20, -0.28, 2.78, 8.61, -0.07, 0.10, -0.03
27311, 27.80, 22.20, 2.43, -1.75, 9.94, -0.04, 0.03, -0.02
27321, 27.80, 22.20, -0.29, -0.30, 8.50, 0.01, 0.03, 0.07
27331, 27.80, 22.20, 2.10, -2.14, 9.35, -0.08, 0.03, -0.12
27341, 27.80, 22.20, 2.67, 4.86, 8.56, -0.03, 0.10, 0.05
27351, 27.80, 22.20, 2.50, -4.48, 9.66, -0.03, 0.07, 0.00
27361, 27.80, 22.20, 0.61, -2.64, 10.41, -0.03, 0.04, -0.01
27371, 27.80, 22.20, -1.25, 4.48, 10.73, -0.07, 0.13, -0.02
27381, 27.80, 22.20, 1.72, -4.80, 12.05, -0.02, 0.06, 0.06
27391, 27.80, 22.20, -1.35, 1.33, 10.06, -0.02, 0.05, -0.00
27401, 27.80, 22.20, 1.87, -2.06, 9.74, -0.09, 0.07, -0.09
27411, 27.80, 22.20, 0.17, 1.66, 10.36, -0.04, 0.13, 0.05
27421, 27.80, 22.20, 0.68, -3.43, 10.32, -0.02, 0.03, -0.03
27431, 27.80, 22.20, -1.24, -1.11, 8.82, -0.05, -0.00, 0.05
27441, 27.80, 22.20, -1.61, 1.90, 9.43, -0.03, 0.09, -0.03
27451, 27.80, 22.20, 2.45, -1.70, 8.96, -0.01, 0.05, 0.03
27461, 27.80, 22.20, 0.39, 0.12, 7.86, -0.04, 0.05, -0.01
27471, 27.80, 22.20, 3.48, -1.29, 8.31, -0.06, 0.04, -0.12
27481, 27.80, 22.20, 1.22, 2.91, 7.52, 0.01, 0.12, 0.11
27491, 27.80, 22.20, -0.63, -8.10, 10.09, -0.04, 0.01, -0.02
27501, 27.80, 22.20, -0.59, 1.18, 10.01, -0.05, 0.00, -0.03
27511, 27.80, 22.20, -0.01, 3.63, 10.58, -0.03, 0.08, -0.03
27521, 27.80, 22.20, 1.41, -3.85, 11.47, -0.03, 0.06, 0.06
27531, 27.80, 22.20, 0.17, 4.01, 9.57, -0.06, 0.05, -0.08
27541, 27.80, 22.20, 1.98, -2.92, 9.32, -0.04, 0.04, -0.00
27551, 27.80, 22.20, -0.50, -0.02, 8.82, 0.01, 0.11, 0.09
27561, 27.80, 22.20, -0.45, -1.75, 10.39, -0.08, 0.03, -0.08
27571, 27.80, 22.20, 1.89, 1.97, 7.02, -0.05, 0.06, 0.05
27581, 27.80, 22.20, 2.71, -0.11, 7.91, -0.02, 0.07, -0.05
27591, 27.80, 22.20, 1.27, -0.85, 10.46, -0.03, 0.06, 0.05
27601, 27.80, 22.20, -0.24, 0.43, 10.23, -0.07, 0.09, -0.02
27611, 27.80, 22.20, 1.92, -3.23, 10.83, -0.01, 0.04, 0.00
27621, 27.80, 22.20, -2.60, 2.82, 10.54, -0.05, 0.10, 0.03
27631, 27.80, 22.20, 1.26, -3.61, 9.45, -0.11, 0.05, -0.08
27641, 27.80, 22.20, 0.82, 3.15, 7.83, 0.01, 0.05, 0.02
27651, 27.80, 22.20, -0.02, -3.97, 8.89, -0.03, 0.04, -0.01
27661, 27.80, 22.20, 0.04, -0.22, 9.29, -0.06, 0.04, 0.03
27671, 27.80, 22.20, -0.24, 2.53, 9.45, -0.03, 0.06, -0.06
27681, 27.80, 22.20, 2.23, -3.35, 10.92, -0.00, 0.04, 0.04
27691, 27.80, 22.20, -0.51, 3.91, 9.95, -0.07, 0.09, -0.06
27701, 27.80, 22.20, 2.05, -1.52, 10.59, -0.05, 0.07, -0.04
27711, 27.80, 22.20, -0.23, -1.00, 9.15, 0.02, 0.08, 0.10
27721, 27.80, 22.20, 0.59, -3.21, 8.81, -0.07, 0.05, -0.11
27731, 27.80, 22.20, 1.63, 5.16, 7.98, -0.05, 0.09, 0.04
27741, 27.80, 22.20, 2.31, -3.46, 8.19, -0.03, 0.06, -0.02
27751, 27.80, 22.20, 0.76, -2.03, 10.37, -0.02, 0.02, -0.01
27761, 27.80, 22.20, -1.34, 4.01, 10.92, -0.07, 0.11, -0.02
27771, 27.80, 22.20, 1.65, -5.45, 11.19, -0.01, 0.05, 0.05
27781, 27.80, 22.20, -0.89, 2.37, 9.46, -0.02, 0.09, -0.01
27791, 27.80, 22.20, 1.65, -1.46, 9.19, -0.08, 0.05, -0.06
27801, 27.80, 22.20, 1.36, 1.72, 8.12, -0.01, 0.08, 0.06
27811, 27.80, 22.20, -0.28, -4.59, 9.52, -0.03, 0.03, -0.05
27821, 27.80, 22.20, -0.12, -0.26, 9.75, -0.05, 0.04, 0.04
27831, 27.80, 22.20, 0.69, 2.48, 9.93, -0.03, 0.07, -0.06
27841, 27.80, 22.20, 1.30, -1.62, 11.25, -0.02, 0.06, 0.06
27851, 27.80, 22.20, 0.33, 0.65, 8.63, -0.08, 0.08, -0.03
27861, 27.80, 22.20, 2.12, -1.98, 8.45, -0.02, 0.02, -0.04
27871, 27.80, 22.20, -1.26, 1.87, 8.91, -0.01, 0.08, 0.08
27881, 27.80, 22.20, 0.92, -4.75, 9.95, -0.11, 0.06, -0.07
27891, 27.80, 22.20, 2.25, 4.21, 9.12, -0.03, 0.04, 0.01
27901, 27.80, 22.20, 1.29, -1.42, 10.29, -0.02, 0.05, -0.01
27911, 27.80, 22.20, -0.51, -2.26, 11.67, -0.06, 0.08, 0.03
27921, 27.80, 22.20, -2.20, 2.23, 10.41, -0.04, 0.07, -0.06
27931, 27.80, 22.20, 2.09, -4.34, 8.96, -0.00, 0.02, 0.06
27941, 27.80, 22.20, -1.38, 3.08, 8.36, -0.04, 0.06, -0.04
27951, 27.80, 22.20, 2.20, -0.24, 10.73, -0.09, 0.08, -0.08
27961, 27.80, 22.20, 1.34, -0.81, 8.95, 0.01, 0.05, 0.09
27971, 27.80, 22.20, -0.06, -4.17, 10.28, -0.03, 0.01, -0.08
27981, 27.80, 22.20, -1.85, 2.67, 11.58, -0.05, 0.10, 0.06
27991, 27.80, 22.20, -0.01, -0.67, 10.47, -0.05, 0.09, -0.03
28001, 27.80, 22.20, 2.15, -1.76, 8.86, -0.03, -0.00, -0.01
28011, 27.80, 22.20, -0.60, 3.62, 8.10, -0.07, 0.08, -0.03
28021, 27.80, 22.20, 3.60, -3.18, 8.20, -0.03, 0.08, 0.03
28031, 27.80, 22.20, 0.26, 1.73, 8.51, -0.01, 0.06, 0.04
28041, 27.80, 22.20, 1.89, -4.67, 10.02, -0.09, 0.04, -0.09
28051, 27.80, 22.20, 1.29, 3.49, 9.89, -0.02, 0.09, 0.02
28061, 27.80, 22.20, 0.23, -2.14, 11.20, -0.02, 0.06, -0.01
28071, 27.80, 22.20, -0.44, -3.17, 10.18, -0.05, 0.04, 0.05
28081, 27.80, 22.20, -1.56, 2.76, 8.47, -0.02, 0.07, -0.09
28091, 27.80, 22.20, 1.74, -2.40, 8.84, -0.00, 0.05, 0.05
28101, 27.80, 22.20, -1.02, 0.72, 9.14, -0.07, 0.07, -0.03
28111, 27.80, 22.20, 2.88, -2.19, 9.68, -0.05, 0.02, -0.09
28121, 27.80, 22.20, -0.09, 2.81, 9.66, 0.01, 0.09, 0.10
28131, 27.80, 22.20, -0.53, -4.98, 11.33, -0.07, 0.09, -0.04
28141, 27.80, 22.20, -0.39, 2.42, 10.80, -0.04, 0.05, 0.01
28151, 27.80, 22.20, 1.03, 0.71, 8.80, -0.03, 0.06, -0.02
28161, 27.80, 22.20, 1.51, -2.45, 9.11, -0.03, 0.08, 0.02
28171, 27.80, 22.20, -0.27, 4.28, 8.43, -0.07, 0.10, -0.06
28181, 27.80, 22.20, 3.35, -3.33, 7.99, -0.03, 0.02, 0.02
28191, 27.80, 22.20, -0.98, 1.37, 8.81, 0.01, 0.07, 0.03
28201, 27.80, 22.20, 0.41, -1.82, 11.09, -0.11, 0.12, -0.08
28211, 27.80, 22.20, 2.52, 0.83, 9.11, -0.04, 0.07, 0.05
28221, 27.80, 22.20, 2.21, -1.43, 8.88, -0.01, 0.02, -0.08
28231, 27.80, 22.20, -0.10, -0.20, 11.30, -0.04, 0.04, 0.06
28241, 27.80, 22.20, -1.61, 1.88, 11.17, -0.06, 0.11, -0.02
28251, 27.80, 22.20, 1.55, -2.69, 10.94, -0.01, 0.02, 0.01
28261, 27.80, 22.20, -1.13, 0.81, 9.68, -0.02, 0.09, 0.02
28271, 27.80, 22.20, 0.67, -1.53, 10.75, -0.10, 0.08, -0.13
28281, 27.80, 22.20, -0.74, 3.22, 10.92, -0.00, 0.07, 0.06
28291, 27.80, 22.20, 0.97, -5.99, 9.58, -0.01, 0.00, -0.01
28301, 27.80, 22.20, -1.53, 0.32, 9.71, -0.05, 0.02, 0.01
28311, 27.80, 22.20, -1.95, 3.74, 9.72, -0.04, 0.09, -0.00
28321, 27.80, 22.20, 1.66, -6.00, 9.02, -0.01, 0.02, 0.02
28331, 27.80, 22.20, -1.37, 3.44, 7.89, -0.04, 0.06, -0.08
28341, 27.80, 22.20, 2.63, 0.24, 8.80, -0.10, 0.08, -0.06
28351, 27.80, 22.20, 0.13, 1.26, 9.55, 0.01, 0.11, 0.10
28361, 27.80, 22.20, 0.40, -5.50, 9.36, -0.03, 0.01, -0.06
28371, 27.80, 22.20, -0.85, -0.63, 9.02, -0.06, 0.03, 0.03
28381, 27.80, 22.20, -0.20, 3.18, 9.58, -0.03, 0.08, -0.06
28391, 27.80, 22.20, 2.83, -1.20, 10.13, -0.02, 0.07, 0.04
28401, 27.80, 22.20, 1.07, 0.96, 8.78, -0.06, 0.07, -0.03
28411, 27.80, 22.20, 2.80, -1.05, 10.19, -0.03, 0.04, -0.06
28421, 27.80, 22.20, 0.29, 2.91, 9.09, -0.00, 0.12, 0.10
28431, 27.80, 22.20, 0.09, -5.96, 10.83, -0.08, 0.05, -0.04
28441, 27.80, 22.20, -0.34, 2.21, 10.27, -0.04, 0.04, -0.01
28451, 27.80, 22.20, 0.05, 1.19, 10.33, -0.02, 0.06, -0.01
28461, 27.80, 22.20, 1.68, -2.19, 9.77, -0.04, 0.06, 0.03
28471, 27.80, 22.20, 0.15, 3.57, 7.82, -0.08, 0.10, -0.08
28481, 27.80, 22.20, 2.96, -3.27, 8.24, -0.03, 0.04, 0.02
28491, 27.80, 22.20, -0.81, 1.79, 8.40, 0.00, 0.06, 0.05
28501, 27.80, 22.20, 0.64, -1.97, 9.16, -0.10, 0.09, -0.08
28511, 27.80, 22.20, 2.49, 1.40, 7.37, -0.02, 0.08, 0.05
28521, 27.80, 22.20, 2.11, 0.05, 8.94, -0.01, 0.01, -0.07
28531, 27.80, 22.20, 0.73, -0.85, 11.37, -0.05, 0.03, 0.06
28541, 27.80, 22.20, -1.63, 0.09, 11.46, -0.06, 0.11, -0.02
28551, 27.80, 22.20, 2.32, -2.09, 11.20, -0.01, 0.03, 0.01
28561, 27.80, 22.20, -2.23, 1.86, 9.84, -0.05, 0.08, -0.01
28571, 27.80, 22.20, 1.61, -2.59, 9.59, -0.10, 0.08, -0.11
28581, 27.80, 22.20, -0.06, 2.66, 8.91, 0.01, 0.07, 0.07
28591, 27.80, 22.20, 0.07, -5.03, 8.90, -0.03, 0.00, -0.01
28601, 27.80, 22.20, 0.04, 0.94, 9.06, -0.04, 0.03, 0.01
28611, 27.80, 22.20, -0.56, 2.15, 9.83, -0.04, 0.12, -0.00
28621, 27.80, 22.20, 2.41, -5.17, 9.96, -0.02, 0.04, 0.03
28631, 27.80, 22.20, -1.07, 4.43, 8.65, -0.08, 0.06, -0.10
28641, 27.80, 22.20, 2.70, -1.15, 10.59, -0.04, 0.08, 0.02
28651, 27.80, 22.20, -0.11, -0.57, 10.13, 0.01, 0.10, 0.09
28661, 27.80, 22.20, 0.61, -3.28, 9.75, -0.07, 0.02, -0.09
28671, 27.80, 22.20, -1.34, 4.05, 8.75, -0.05, 0.05, 0.04
28681, 27.80, 22.20, 1.58, 0.42, 8.37, -0.03, 0.09, -0.04
28691, 27.80, 22.20, 3.48, -1.90, 7.50, -0.04, 0.09, 0.04
28701, 27.80, 22.20, 1.47, 2.36, 7.46, -0.07, 0.09, -0.03
28711, 27.80, 22.20, 2.43, -1.59, 8.83, 0.00, 0.02, 0.01
28721, 27.80, 22.20, -2.28, 2.00, 9.80, -0.04, 0.10, 0.04
28731, 27.80, 22.20, 1.32, -5.56, 10.18, -0.11, 0.07, -0.11
28741, 27.80, 22.20, 1.81, 5.29, 9.05, -0.01, 0.05, 0.01
28751, 27.80, 22.20, 1.24, -0.98, 10.41, -0.02, 0.05, 0.01
28761, 27.80, 22.20, -1.38, -2.86, 12.26, -0.07, 0.07, 0.04
28771, 27.80, 22.20, -1.82, 1.69, 10.54, -0.03, 0.05, -0.07
28781, 27.80, 22.20, 1.16, -3.93, 9.41, -0.01, 0.02, 0.03
28791, 27.80, 22.20, -0.99, 3.22, 8.24, -0.05, 0.08, -0.06
28801, 27.80, 22.20, 1.80, -1.36, 9.29, -0.07, 0.07, -0.04
28811, 27.80, 22.20, 1.61, 0.19, 7.52, 0.01, 0.06, 0.08
28821, 27.80, 22.20, -0.03, -3.63, 9.30, -0.04, 0.02, -0.09
28831, 27.80, 22.20, -0.77, 1.36, 10.13, -0.05, 0.09, 0.05
28841, 27.80, 22.20, -0.12, -1.25, 9.87, -0.04, 0.08, -0.03
28851, 27.80, 22.20, 1.66, -0.91, 11.22, -0.01, 0.03, 0.00
28861, 27.80, 22.20, -1.66, 4.54, 10.18, -0.07, 0.09, -0.02
28871, 27.80, 22.20, 2.66, -3.48, 10.35, -0.05, 0.06, -0.01
28881, 27.80, 22.20, 0.07, 0.17, 9.21, 0.02, 0.07, 0.04
28891, 27.80, 22.20, -0.40, -4.66, 9.35, -0.09, 0.03, -0.09
28901, 27.80, 22.20, 0.37, 4.57, 8.49, -0.04, 0.07, 0.02
28911, 27.80, 22.20, 1.40, 0.17, 8.19, -0.01, 0.10, -0.00
28921, 27.80, 22.20, 3.52, -3.76, 7.99, -0.05, 0.04, 0.05
28931, 27.80, 22.20, 0.18, 4.25, 8.48, -0.06, 0.07, -0.09
28941, 27.80, 22.20, 2.47, -2.74, 10.39, -0.01, 0.07, 0.06
28951, 27.80, 22.20, -0.94, -0.16, 9.72, -0.06, 0.09, 0.01
28961, 27.80, 22.20, 1.75, -1.97, 9.89, -0.08, 0.03, -0.12
28971, 27.80, 22.20, -0.04, 2.80, 10.13, 0.00, 0.04, 0.08
28981, 27.80, 22.20, 0.43, -3.32, 11.53, -0.03, 0.05, -0.05
28991, 27.80, 22.20, -0.97, -1.21, 11.09, -0.05, 0.06, 0.03
29001, 27.80, 22.20, -0.60, 0.82, 8.88, -0.03, 0.07, -0.02
29011, 27.80, 22.20, 2.60, -2.11, 7.79, -0.01, 0.02, 0.00
29021, 27.80, 22.20, -1.64, 2.84, 8.77, -0.08, 0.11, -0.03
29031, 27.80, 22.20, 3.03, -4.74, 9.01, -0.06, 0.05, -0.04
29041, 27.80, 22.20, 1.22, 2.77, 7.97, 0.04, 0.04, 0.05
29051, 27.80, 22.20, -0.61, -2.88, 10.77, -0.08, 0.03, -0.04
29061, 27.80, 22.20, -0.74, 0.60, 10.95, -0.05, 0.13, 0.05
29071, 27.80, 22.20, 2.06, 0.49, 9.19, -0.02, 0.08, -0.06
29081, 27.80, 22.20, 1.68, -1.45, 8.95, -0.04, 0.02, 0.03
29091, 27.80, 22.20, -0.46, 3.30, 8.17, -0.05, 0.10, -0.04
29101, 27.80, 22.20, 2.09, -3.04, 9.43, -0.00, 0.05, 0.05
29111, 27.80, 22.20, 1.17, 0.54, 7.92, -0.03, 0.07, 0.03
29121, 27.80, 22.20, 2.17, -1.93, 9.91, -0.08, 0.04, -0.12
29131, 27.80, 22.20, 0.82, 3.57, 10.32, -0.02, 0.09, 0.08
29141, 27.80, 22.20, 0.31, -6.70, 11.05, -0.03, 0.04, -0.02
29151, 27.80, 22.20, -1.07, 0.24, 9.94, -0.04, 0.02, -0.02
29161, 27.80, 22.20, -1.27, 3.67, 8.94, -0.04, 0.06, -0.01
29171, 27.80, 22.20, 2.53, -4.72, 8.44, -0.02, 0.05, 0.05
29181, 27.80, 22.20, 0.12, 3.71, 8.30, -0.06, 0.09, -0.08
29191, 27.80, 22.20, 3.26, -1.73, 9.93, -0.03, 0.02, -0.02
29201, 27.80, 22.20, 0.34, 1.00, 9.88, -0.00, 0.05, 0.06
29211, 27.80, 22.20, -0.75, -4.19, 10.74, -0.09, 0.10, -0.07
29221, 27.80, 22.20, 0.62, 1.84, 8.90, -0.03, 0.10, 0.06
29231, 27.80, 22.20, 2.75, 1.47, 7.57, -0.02, 0.03, -0.07
29241, 27.80, 22.20, 2.13, -0.74, 8.69, -0.05, 0.04, 0.04
29251, 27.80, 22.20, -0.23, -0.07, 9.05, -0.07, 0.10, -0.03
29261, 27.80, 22.20, 1.83, -2.96, 11.35, 0.00, 0.02, -0.01
29271, 27.80, 22.20, -2.10, 2.77, 10.52, -0.06, 0.07, -0.01
29281, 27.80, 22.20, 0.13, -3.89, 10.49, -0.10, 0.07, -0.07
29291, 27.80, 22.20, 1.04, 3.11, 9.16, 0.02, 0.08, 0.06
29301, 27.80, 22.20, -0.02, -3.80, 9.14, -0.05, 0.02, -0.04
29311, 27.80, 22.20, 0.39, -0.12, 9.23, -0.04, 0.06, 0.02
29321, 27.80, 22.20, -0.42, 1.18, 9.92, -0.02, 0.08, -0.03
29331, 27.80, 22.20, 1.78, -3.09, 11.06, -0.04, 0.04, 0.04
29341, 27.80, 22.20, -0.42, 4.41, 8.96, -0.07, 0.08, -0.07
29351, 27.80, 22.20, 1.30, -2.31, 10.05, -0.02, 0.05, 0.04
29361, 27.80, 22.20, -0.89, -2.04, 9.17, -0.03, 0.08, 0.05
29371, 27.80, 22.20, 1.23, -1.97, 7.73, -0.08, 0.04, -0.14
29381, 27.80, 22.20, 1.73, 5.28, 7.94, -0.02, 0.08, 0.06
29391, 27.80, 22.20, 2.07, -4.26, 9.15, -0.03, 0.06, 0.00
29401, 27.80, 22.20, 0.62, -1.27, 10.26, -0.04, 0.02, -0.00
29411, 27.80, 22.20, -1.85, 3.60, 10.69, -0.02, 0.05, -0.02
29421, 27.80, 22.20, 1.55, -4.29, 11.19, -0.02, 0.05, 0.04
29431, 27.80, 22.20, -0.90, 1.72, 8.88, -0.06, 0.09, -0.07
29441, 27.80, 22.20, 2.44, -1.72, 8.36, -0.05, 0.04, -0.05
29451, 27.80, 22.20, 1.23, 2.34, 7.91, 0.02, 0.05, 0.07
29461, 27.80, 22.20, -0.69, -4.80, 9.65, -0.07, 0.08, -0.06
29471, 27.80, 22.20, -0.79, -0.56, 10.41, -0.04, 0.08, 0.04
29481, 27.80, 22.20, 1.74, 3.10, 9.68, -0.02, 0.05, -0.05
29491, 27.80, 22.20, 1.52, -0.98, 10.62, -0.03, 0.05, 0.06
29501, 27.80, 22.20, -0.04, 1.47, 9.05, -0.07, 0.09, -0.03
29511, 27.80, 22.20, 2.91, -2.07, 8.92, -0.02, 0.03, -0.02
29521, 27.80, 22.20, -1.07, 1.75, 8.49, -0.03, 0.09, 0.05
29531, 27.80, 22.20, 0.74, -5.11, 9.14, -0.11, 0.08, -0.08
29541, 27.80, 22.20, 2.45, 4.40, 8.19, 0.00, 0.08, 0.03
29551, 27.80, 22.20, 2.81, 0.04, 8.48, -0.02, 0.03, -0.01
29561, 27.80, 22.20, 0.51, 0.51, 9.45, -0.06, 0.04, 0.02
29571, 27.80, 22.20, 0.20, 1.52, 9.16, -0.02, 0.06, -0.05
29581, 27.80, 22.20, 1.82, -3.24, 10.69, -0.00, 0.03, 0.04
29591, 27.80, 22.20, -1.68, 2.25, 9.84, -0.07, 0.09, -0.05
29601, 27.80, 22.20, 2.03, -2.49, 10.23, -0.06, 0.06, -0.04
29611, 27.80, 22.20, -0.33, -2.20, 9.51, 0.02, 0.07, 0.09
29621, 27.80, 22.20, 0.23, -2.30, 9.51, -0.07, 0.02, -0.10
29631, 27.80, 22.20, 0.63, 4.49, 7.88, -0.04, 0.09, 0.05
29641, 27.80, 22.20, 1.51, -3.72, 8.44, -0.02, 0.07, -0.01
29651, 27.80, 22.20, 2.04, -0.47, 9.40, -0.03, 0.02, -0.00
29661, 27.80, 22.20, -0.57, 4.67, 9.37, -0.08, 0.10, -0.01
29671, 27.80, 22.20, 2.25, -4.54, 11.60, -0.02, 0.07, 0.05
29681, 27.80, 22.20, -1.20, 1.34, 10.43, -0.01, 0.08, 0.01
29691, 27.80, 22.20, 0.66, -3.34, 10.18, -0.09, 0.03, -0.07
29701, 27.80, 22.20, 0.53, 2.93, 9.55, -0.04, 0.08, 0.02
29711, 27.80, 22.20, -0.85, -4.28, 10.97, -0.01, 0.08, -0.04
29721, 27.80, 22.20, 0.66, -1.62, 9.20, -0.04, 0.01, 0.05
29731, 27.80, 22.20, 0.07, 3.66, 7.79, -0.04, 0.03, -0.07
29741, 27.80, 22.20, 1.98, -2.76, 8.86, -0.00, 0.07, 0.05
29751, 27.80, 22.20, -0.52, 0.93, 9.53, -0.06, 0.09, -0.03
29761, 27.80, 22.20, 3.13, -1.27, 10.11, -0.07, 0.01, -0.13
29771, 27.80, 22.20, 0.14, 2.25, 9.90, 0.01, 0.06, 0.11
29781, 27.80, 22.20, -1.26, -5.97, 11.25, -0.06, 0.08, -0.03
29791, 27.80, 22.20, -0.06, 3.48, 9.18, -0.04, 0.06, -0.01
29801, 27.80, 22.20, 2.17, 1.56, 7.83, -0.04, 0.07, -0.03
29811, 27.80, 22.20, 1.85, -1.89, 8.92, -0.03, 0.04, 0.04
29821, 27.80, 22.20, -0.45, 3.17, 8.07, -0.07, 0.09, -0.08
29831, 27.80, 22.20, 3.86, -4.23, 8.21, -0.02, 0.03, 0.01
29841, 27.80, 22.20, -0.32, 2.62, 8.58, -0.00, 0.04, 0.05
29851, 27.80, 22.20, 1.27, -1.82, 10.40, -0.09, 0.09, -0.07
29861, 27.80, 22.20, 1.81, -1.07, 9.74, -0.03, 0.10, 0.06
29871, 27.80, 22.20, 2.04, -1.70, 10.32, -0.02, 0.04, -0.08
29881, 27.80, 22.20, -0.63, 0.80, 11.51, -0.05, 0.06, 0.05
29891, 27.80, 22.20, -2.36, -0.32, 10.42, -0.07, 0.10, -0.03
29901, 27.80, 22.20, 2.24, -2.52, 9.01, -0.01, 0.03, -0.00
29911, 27.80, 22.20, -1.41, 2.53, 8.08, -0.04, 0.07, 0.01
29921, 27.80, 22.20, 1.83, -1.32, 9.05, -0.09, 0.07, -0.09
29931, 27.80, 22.20, 0.15, 2.56, 8.80, 0.01, 0.07, 0.05
29941, 27.80, 22.20, 0.95, -6.45, 9.17, -0.02, 0.01, -0.02
29951, 27.80, 22.20, 0.77, 1.69, 10.16, -0.04, 0.05, 0.02
29961, 27.80, 22.20, -0.16, 2.41, 10.75, -0.04, 0.08, -0.02
29971, 27.80, 22.20, 1.37, -4.66, 11.22, -0.01, 0.03, 0.03
29981, 27.80, 22.20, -1.18, 3.98, 9.52, -0.05, 0.07, -0.09
29991, 27.80, 22.20, 1.64, -1.50, 10.48, -0.05, 0.06, -0.01
30001, 27.80, 22.20, -1.16, -0.46, 9.54, -0.00, 0.08, 0.09
30011, 28.30, 21.70, 0.80, -3.89, 8.90, -0.06, 0.03, -0.10
30021, 28.30, 21.70, 0.72, 4.75, 7.83, -0.06, 0.06, 0.05
30031, 28.30, 21.70, 2.89, -0.50, 7.42, -0.04, 0.10, -0.02
30041, 28.30, 21.70, 3.08, -2.74, 8.49, -0.02, 0.05, 0.03
30051, 28.30, 21.70, 0.25, 3.11, 9.49, -0.07, 0.08, -0.04
30061, 28.30, 21.70, 2.28, -1.24, 10.92, -0.01, 0.04, 0.01
30071, 28.30, 21.70, -2.74, 1.71, 10.37, -0.02, 0.09, 0.05
30081, 28.30, 21.70, 1.63, -4.83, 9.99, -0.10, 0.04, -0.09
30091, 28.30, 21.70, -0.08, 4.01, 9.77, -0.02, 0.04, 0.02
30101, 28.30, 21.70, 0.05, -3.66, 9.99, -0.03, 0.08, -0.02
30111, 28.30, 21.70, -0.51, -2.51, 9.24, -0.05, 0.06, 0.04
30121, 28.30, 21.70, 0.02, 2.43, 8.24, -0.03, 0.06, -0.08
30131, 28.30, 21.70, 2.31, -1.92, 9.24, 0.00, 0.04, 0.07
30141, 28.30, 21.70, -1.10, 2.81, 9.44, -0.06, 0.11, -0.03
30151, 28.30, 21.70, 1.99, -1.96, 11.65, -0.07, 0.04, -0.09
30161, 28.30, 21.70, 0.33, 0.69, 9.51, 0.02, 0.06, 0.08
30171, 28.30, 21.70, -0.03, -3.46, 10.23, -0.07, 0.07, -0.08
30181, 28.30, 21.70, -1.17, 2.34, 10.40, -0.04, 0.09, 0.03
30191, 28.30, 21.70, 1.71, -2.41, 8.32, -0.02, 0.07, -0.03
30201, 28.30, 21.70, 3.34, -0.37, 6.72, -0.02, 0.05, 0.02
30211, 28.30, 21.70, -0.70, 4.30, 8.79, -0.09, 0.13, -0.02
30221, 28.30, 21.70, 3.50, -5.18, 9.15, -0.02, 0.02, 0.03
30231, 28.30, 21.70, -1.23, 2.68, 8.35, -0.01, 0.04, -0.01
30241, 28.30, 21.70, 1.44, -1.44, 10.38, -0.10, 0.10, -0.07
30251, 28.30, 21.70, 1.02, 1.36, 10.47, -0.04, 0.11, 0.04
30261, 28.30, 21.70, 2.13, -2.28, 10.07, -0.02, 0.04, -0.06
30271, 28.30, 21.70, -0.74, -0.14, 10.39, -0.05, 0.04, 0.06
30281, 28.30, 21.70, -1.82, 1.32, 10.78, -0.06, 0.13, -0.03
30291, 28.30, 21.70, 1.13, -3.49, 9.72, 0.01, 0.02, 0.01
30301, 28.30, 21.70, -0.92, 1.78, 7.53, -0.03, 0.06, -0.02
30311, 28.30, 21.70, 2.61, 0.05, 9.04, -0.09, 0.07, -0.10
30321, 28.30, 21.70, -0.41, 2.07, 9.07, 0.00, 0.11, 0.08
30331, 28.30, 21.70, 0.48, -8.23, 9.41, -0.03, 0.02, -0.02
30341, 28.30, 21.70, -0.27, 1.66, 9.68, -0.05, 0.05, -0.01
30351, 28.30, 21.70, -0.15, 2.20, 11.24, -0.04, 0.14, -0.01
30361, 28.30, 21.70, 1.43, -5.06, 11.29, -0.02, 0.04, 0.03
30371, 28.30, 21.70, -0.09, 5.39, 8.67, -0.06, 0.06, -0.09
30381, 28.30, 21.70, 1.80, -1.87, 9.99, -0.04, 0.05, 0.02
30391, 28.30, 21.70, -1.46, 0.80, 9.94, -0.01, 0.10, 0.09
30401, 28.30, 21.70, 0.91, -3.72, 9.05, -0.06, 0.03, -0.09
30411, 28.30, 21.70, 1.12, 3.28, 7.40, -0.05, 0.07, 0.03
30421, 28.30, 21.70, 2.77, -0.16, 8.44, -0.03, 0.11, -0.03
30431, 28.30, 21.70, 1.53, -2.01, 10.29, -0.03, 0.07, 0.05
30441, 28.30, 21.70, -0.04, 1.09, 9.80, -0.05, 0.09, -0.03
30451, 28.30, 21.70, 1.85, -1.20, 11.06, -0.00, 0.05, 0.02
30461, 28.30, 21.70, -2.87, 2.20, 10.24, -0.04, 0.12, 0.04
30471, 28.30, 21.70, 0.84, -4.72, 9.93, -0.10, 0.05, -0.10
30481, 28.30, 21.70, 0.50, 4.39, 8.25, 0.02, 0.05, 0.02
30491, 28.30, 21.70, 0.36, -3.63, 9.15, -0.05, 0.06, 0.00
30501, 28.30, 21.70, 0.40, -2.06, 9.17, -0.06, 0.09, 0.03
30511, 28.30, 21.70, 1.37, 2.56, 8.45, -0.02, 0.09, -0.08
